AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,PM10,PM2.5,RH,SO2
18,1.7,0.29,0.04,0.1,4.1,4.2,20,9.2,86,1.5
17,1.7,0.43,0.04,0.2,6,6.2,19,13.1,85,2.6
16,1.8,0.55,0.08,0.2,8.5,8.8,17,15.7,83,2.8
15,1.9,0.54,0.1,0.8,7.2,8,9,10.5,81,1.9
15,1.9,0.52,0.11,0.6,7.2,7.8,1,11.8,83,1.5
14,1.9,0.54,0.13,1,8.9,9.9,10,7.9,82,1.5
14,1.9,0.58,0.13,1.1,10,11,11,17,81,1.4
15,1.9,0.65,0.18,2.1,11,13,11,15.7,78,1.4
15,1.9,0.63,0.27,3.5,12,16,10,23.5,76,1.6
17,1.9,0.58,0.15,5.6,10,16,18,18.3,70,1.6
18,1.9,0.57,0.15,3.8,8.4,12,26,22.2,67,1.8
19,1.95,0.57,0.12,3.7,11,14,32,24.8,61,1.6
20,1.8,0.57,0.11,2.3,8.4,11,35,23.5,59,2.3
21,1.8,0.6,0.11,4,12,16,45,33.9,59,3.9
20,1.8,0.5,0.1,2.1,7.3,9.4,59,43,61,2.8
20,1.8,0.46,0.12,2.5,9.8,12,67,48.2,63,2.3
19,1.8,0.46,0.14,1.1,8.4,9.5,74,52.1,65,2.1
18,1.8,0.57,0.18,0.7,14,14,77,53.4,69,2.4
18,1.8,0.59,0.19,0.8,16,17,86,69,72,2.4
17,1.8,0.52,0.15,0.8,14,15,98,80.7,75,2.5
16,1.8,0.54,0.19,0.8,15,16,100,88.5,76,3.4
16,1.9,0.56,0.19,1.1,16,17,99,93.7,77,3.8
16,1.9,0.61,0.22,1,24,25,102,93.7,78,3.6
16,1.9,0.55,0.26,0.9,22,23,103,100.2,79,2.9
15,1.9,0.54,0.25,1.1,22,23,100,93.7,79,1.9
15,2,0.52,0.25,1.3,29,30,88,84.6,79,3
15,2,0.47,0.22,1.2,23,24,73,72.9,80,2.5
15,2,0.44,0.19,-0.1,15,15,71,72.9,80,2.4
15,2,0.49,0.28,0.3,20,20,67,75.5,79,2.9
15,2,0.53,0.19,0.2,16,16,80,76.8,80,3.3
15,2,0.69,0.22,3.2,25,28,81,79.4,80,5.1
15,2,0.83,0.28,14,27,41,79,83.3,80,4.3
16,1.9,0.68,0.4,7.8,24,31,74,80.7,75,5.4
17,1.8,0.67,0.24,6.6,23,29,82,84.6,72,6.1
18,1.9,0.67,0.21,6.1,20,26,92,82,70,5.7
20,1.8,0.64,0.19,4.7,18,22,99,75.5,67,5.1
21,1.8,0.56,0.13,1.5,11,13,83,72.9,66,3.8
21,1.8,0.58,0.11,1.9,13,15,92,75.5,65,4.5
21,1.8,0.56,0.13,1.8,13,14,100,85.9,64,3.5
21,1.8,0.55,0.15,0.7,12,13,107,83.3,64,2.8
20,1.8,0.6,0.16,0.5,14,15,96,83.3,67,2.9
19,1.8,0.76,0.26,0.4,24,25,94,88.5,72,4.6
18,1.9,0.78,0.25,0,24,24,119,104.1,77,4
17,1.9,0.75,0.2,0.1,21,21,132,102.8,78,4.2
16,1.9,0.77,0.24,0.2,24,24,141,101.5,80,4.8
16,1.9,0.77,0.23,0.3,26,26,133,101.5,81,5.6
16,1.9,0.79,0.2,0.8,31,32,113,93.7,81,7.1
15,1.9,0.88,0.21,2.6,34,37,90,83.3,81,7.5
15,1.9,0.87,0.18,1,30,31,68,67.7,81,8.3
15,1.9,0.74,0.17,0.5,24,24,64,65.1,81,4.1
14,1.9,0.66,0.18,0.3,21,21,59,56,81,3.8
15,1.9,0.63,0.16,0.4,16,17,57,54.7,80,3.5
15,1.9,0.55,0.16,0.2,19,19,51,48.2,81,2.9
15,1.9,0.51,0.17,0.2,15,15,48,52.1,81,2.8
14,1.9,0.53,0.14,0.8,18,19,44,43,82,3.1
15,1.9,0.63,0.19,2.6,21,23,49,43,82,3.1
15,1.8,0.58,0.15,2.7,16,18,49,31.3,79,3.1
16,1.8,0.54,0.16,4.8,16,21,55,28.7,76,3.2
18,1.8,0.56,0.17,6.5,17,24,55,39.1,72,3.2
20,1.8,0.57,0.16,4.6,18,23,56,56,68,3.3
20,1.8,0.5,0.11,2.7,12,14,55,56,66,3.3
22,1.8,0.56,0.11,4.3,17,21,60,57.3,63,5.8
22,1.8,0.49,0.12,2.8,16,19,69,46.9,63,5.6
22,1.8,0.59,0.15,3.9,24,28,75,57.3,64,6.8
21,1.8,0.52,0.19,1.4,22,24,80,53.4,68,5.2
20,1.8,0.54,0.24,0.4,23,23,82,59.9,74,4
19,1.7,0.44,0.16,0.1,18,18,82,53.4,78,3.1
18,1.7,0.37,0.12,0.1,13,13,75,45.6,78,2.7
18,1.8,0.38,0.12,0.2,17,17,65,32.6,79,2.9
18,1.8,0.42,0.18,0.1,22,22,59,30,81,3.1
18,1.8,0.41,0.13,0.5,22,23,49,23.5,82,3.4
18,1.9,0.42,0.16,0.4,24,24,53,19.6,82,3.9
18,1.9,0.45,0.23,0.7,28,29,48,28.7,83,3.7
18,1.9,0.5,0.24,1.4,30,31,55,28.7,83,3.5
18,1.9,0.54,0.29,3.3,30,34,45,31.3,84,3.4
17,1.9,0.54,0.24,11,29,40,47,31.3,84,3.7
17,2,0.49,0.28,9.5,27,37,49,36.5,85,3.1
17,1.9,0.43,0.23,2.3,21,24,53,40.4,84,2.8
18,1.9,0.52,0.25,4.9,26,31,57,33.9,83,3.8
18,1.9,0.67,0.29,22,27,49,52,39.1,83,5.9
18,1.9,0.68,0.32,25,27,52,56,50.8,82,5
19,1.8,0.5,0.23,9.2,19,28,54,56,84,3.7
19,1.8,0.46,0.18,8,17,25,57,59.9,82,2
20,1.7,0.36,0.11,3.3,11,14,51,61.2,80,1.3
21,1.7,0.35,0.1,3.6,11,15,50,57.3,76,1.7
22,1.7,0.38,0.12,3.3,13,16,48,53.4,72,2
23,1.7,0.38,0.14,3.2,16,19,54,57.3,70,2
23,1.8,0.43,0.17,2.8,20,23,68,65.1,71,2.4
23,1.8,0.42,0.16,1.5,16,18,74,67.7,73,2
22,1.8,0.48,0.22,0.5,19,20,82,61.2,77,1.8
20,1.8,0.43,0.14,0.5,18,19,71,54.7,80,2.4
19,1.7,0.32,0.09,0.5,13,14,63,50.8,82,2.6
18,1.7,0.26,0.06,0.3,8.7,9,47,30,83,2.2
18,1.7,0.4,0.1,0.7,18,18,40,28.7,83,3.6
18,1.7,0.36,0.09,1,17,18,43,27.4,82,2.8
17,1.7,0.22,0.08,0.4,10,11,36,26.1,82,1.2
17,1.7,0.22,0.08,0.3,7.2,7.5,28,24.8,82,1.2
16,1.8,0.22,0.09,0.4,10,10,14,24.8,83,1.6
16,1.8,0.37,0.08,0.4,10,10,22,32.6,84,3.1
16,1.8,0.36,0.08,0.6,16,16,25,39.1,85,4.5
16,1.8,0.38,0.08,0.8,18,19,30,31.3,85,4.3
16,1.8,0.33,0.12,0.8,17,18,33,32.6,86,3.4
16,1.8,0.32,0.14,1.7,16,18,45,28.7,87,2.4
16,1.8,0.36,0.15,2.2,16,18,53,36.5,85,2.2
17,1.8,0.34,0.14,3.1,14,17,47,27.4,81,2.6
18,1.8,0.3,0.12,4.6,15,19,41,19.6,78,2.9
19,1.8,0.35,0.14,7.5,16,23,40,18.3,76,3.1
21,1.8,0.36,0.15,9.6,16,25,48,33.9,73,3.7
22,1.8,0.43,0.2,7.4,20,27,56,40.4,71,5.9
24,1.8,0.42,0.16,3.6,15,19,65,50.8,68,4.4
23,1.7,0.32,0.09,1.3,9.2,11,61,41.7,69,2.1
21,1.7,0.32,0.1,1.8,13,15,70,39.1,73,3.3
21,1.7,0.39,0.19,1.5,15,16,70,33.9,73,3.5
21,1.8,0.46,0.22,0.8,23,24,83,44.3,75,3.5
20,1.8,0.43,0.19,0.6,22,23,76,48.2,77,2.9
19,1.7,0.3,0.11,0.5,13,14,63,39.1,80,2
18,1.8,0.27,0.11,0.2,10,11,45,24.8,88,1.4
18,1.7,0.3,0.08,0.5,10,11,26,19.6,89,1.1
17,1.8,0.36,0.12,0.5,16,16,24,18.3,87,1.1
17,1.8,0.31,0.08,0.3,11,11,21,14.4,87,1.1
17,1.7,0.3,0.05,0.2,7.4,7.6,27,14.4,86,1.3
16,1.7,0.24,0.02,0.2,4.8,5,24,10.5,87,1
16,1.7,0.2,0.02,0.5,3.6,4.1,23,14.4,85,1
16,1.7,0.16,0.02,0.4,4.8,5.2,12,5.3,83,0.9
15,1.7,0.21,0.04,0.3,3.7,3.9,6,7.9,82,1
14,1.7,0.22,0.04,0.4,4.1,4.5,4,5.3,81,1
14,1.7,0.26,0.04,0.4,5,5.3,13,5.3,81,1
14,1.8,0.33,0.06,0.7,5.7,6.4,13,5.3,79,1.1
13,1.8,0.45,0.07,1.2,9.1,10,21,5.3,79,1.7
13,1.8,0.41,0.07,2.3,8.5,11,18,7.9,82,1.3
13,1.8,0.42,0.08,2.1,9,11,18,5.3,82,1.1
13,1.7,0.39,0.08,2.6,9,12,11,9.2,79,1.2
13,1.7,0.32,0.07,1.9,8.2,10,11,7.9,77,1.3
13,1.7,0.32,0.06,1.3,6.9,8.2,20,9.2,77,0.9
13,1.7,0.35,0.06,1.3,7.2,8.5,28,9.2,76,1.1
12,1.8,0.4,0.07,1,7.5,8.5,26,17,76,1.3
12,1.8,0.44,0.08,0.9,8.3,9.2,18,15.7,75,1.3
12,1.8,0.5,0.09,0.7,9.3,10,17,26.1,74,1.7
11,1.8,0.54,0.09,0.5,8.4,8.9,27,27.4,73,2.3
11,1.8,0.54,0.08,0.6,7.5,8,45,53.4,75,2.2
10,1.8,0.55,0.08,0.5,7.8,8.3,51,58.6,77,2.1
10,1.8,0.54,0.08,0.6,7.6,8.1,56,58.6,74,2.4
11,1.8,0.55,0.08,0.5,7.2,7.7,46,65.1,73,2.4
11,1.8,0.53,0.08,0.3,6.8,7.1,43,58.6,70,2.4
10,1.8,0.5,0.08,0.4,6.2,6.5,42,54.7,67,2.1
9.6,1.8,0.44,0.06,0.3,4,4.2,49,46.9,68,1.7
8.9,1.8,0.41,0.06,0.4,3.5,3.9,53,45.6,71,1.8
8.2,1.7,0.36,0.05,0.5,1.9,2.4,53,33.9,70,1.8
7.5,1.7,0.34,0.05,0.4,2.3,2.7,43,37.8,74,1.5
7.1,1.7,0.32,0.06,0.5,2.1,2.6,38,32.6,75,1.3
6.7,1.7,0.34,0.06,0.4,2.2,2.6,32,43,76,1.5
6.7,1.7,0.36,0.06,0.4,3.3,3.7,35,33.9,77,1.5
6.9,1.7,0.37,0.07,0.6,4.9,5.5,36,27.4,77,1.3
6.9,1.7,0.37,0.07,0.8,5.8,6.6,35,24.8,80,1.2
7.3,1.7,0.34,0.07,0.8,4.7,5.5,35,27.4,75,1.5
7.4,1.7,0.36,0.07,1.3,7.1,8.4,33,27.4,70,2.3
7.4,1.7,0.33,0.06,1.6,8,9.6,33,18.3,65,3
7.3,1.7,0.29,0.06,1.2,5.7,6.9,32,23.5,63,2.5
7.2,1.7,0.27,0.06,1.1,4.5,5.6,38,15.7,60,2
7.3,1.7,0.27,0.06,0.9,4.2,5.2,40,19.6,57,1.9
7.1,1.7,0.29,0.06,0.8,5.8,6.6,47,13.1,60,2.2
6.8,1.7,0.29,0.07,0.5,6.5,7,41,26.1,58,2.2
6.9,1.7,0.27,0.06,0.5,6,6.4,47,24.8,57,1.7
6.7,1.7,0.27,0.06,0.4,6.3,6.7,43,27.4,57,1.5
6.8,1.7,0.26,0.06,0.5,6.1,6.6,47,23.5,52,1.8
6.9,1.7,0.25,0.05,0.6,4.8,5.4,41,19.6,51,1.7
6.9,1.7,0.24,0.05,0.3,3.5,3.8,39,22.2,51,1.8
6.9,1.7,0.23,0.05,0.4,2.6,3,37,19.6,51,1.8
7,1.7,0.24,0.05,0.4,3.1,3.5,44,19.6,54,1.8
7.1,1.7,0.22,0.04,0.6,2.4,3,46,19.6,55,2.4
7.1,1.7,0.22,0.05,0.3,2.2,2.5,47,24.8,56,2.4
7.2,1.7,0.2,0.05,0.5,2.3,2.7,46,28.7,56,2.3
7.2,1.7,0.21,0.05,0.4,2.9,3.3,53,18.3,57,2.4
7,1.7,0.22,0.05,0.4,3.9,4.2,50,27.4,58,2.6
6.7,1.7,0.23,0.06,0.5,4.8,5.3,47,26.1,59,2.3
6.6,1.7,0.28,0.08,0.6,7.5,8.1,37,31.3,59,2.3
6.8,1.7,0.3,0.08,2.5,10.48,12.87,40,23.5,58,2.5
7.3,1.7,0.28,0.09,3.18,9.57,12.76,38,24.8,57,2.5
9.3,1.7,0.29,0.1,3.2,9.3,13,41,23.5,53,2.4
11,1.7,0.31,0.1,3.3,9.2,13,44,15.7,51,2.5
12,1.7,0.32,0.09,2.8,9.4,12,49,14.4,52,2.8
13,1.7,0.31,0.08,2.5,9.6,12,60,13.1,50,2.9
14,1.7,0.31,0.1,1.9,10,12,66,27.4,51,2.9
14,1.7,0.32,0.12,1.3,8.9,10,61.89,38.45,52,2.6
14,1.7,0.37,0.16,2.38,15.65,18.1,47,30,55,3.21
13,1.7,0.36,0.13,1.9,19.45,21.65,53,30,60,3.1
12,1.8,0.44,0.19,0.1,20,21,58,50.8,63,3.6
12,1.8,0.46,0.17,0.3,25,26,79,46.9,64,5.6
11,1.8,0.47,0.17,0.3,25,26,79,57.3,65,4.2
11,1.8,0.4,0.16,0.2,19,19,68,52.1,67,3.2
10,1.8,0.36,0.16,0,16,16,65,48.2,70,2.9
10,1.8,0.36,0.14,0.2,19,19,50,39.1,71,2.9
9.7,1.8,0.37,0.14,0.1,17,17,53,36.5,73,2.9
9.5,1.8,0.4,0.15,0.1,20,21,47,37.8,74,2.4
9.1,1.8,0.41,0.17,0.1,22,22,54,39.1,76,2.2
8.9,1.8,0.41,0.22,0.9,20,21,47,43,77,2.2
9.2,1.8,0.43,0.17,1.3,26,27,57,45.6,76,2.9
9.2,1.8,0.42,0.18,1.6,23,24,54,50.8,76,2.8
9.2,1.9,0.46,0.22,4.8,25,30,57,53.4,77,2.8
9.6,1.9,0.65,0.27,18,24,42,56,48.2,76,3.2
11,1.8,0.69,0.27,26,24,51,65,53.4,71,4.6
13,1.8,0.55,0.23,17,21,38,78,57.3,65,3.9
15,1.8,0.47,0.19,11,20,31,80,61.2,60,3.3
18,1.8,0.39,0.15,6.9,16,23,72,54.7,54,2.3
19,1.8,0.35,0.1,4.1,12,16,57,41.7,50,2.5
20,1.7,0.35,0.08,2.8,10,13,44,43,45,3.1
21,1.7,0.37,0.09,2.4,11,14,44,44.3,45,4.1
20,1.7,0.33,0.13,1.6,10,12,49,41.7,50,3.4
20,1.7,0.33,0.15,1.2,12,13,60,39.1,54,3.1
18,1.7,0.4,0.15,0.7,15,15,61,39.1,60,2
17,1.7,0.42,0.18,0.4,18,18,65,41.7,67,1.9
16,1.8,0.35,0.13,0.5,13,13,64,33.9,72,1.9
16,1.8,0.36,0.17,0.6,13,14,60,19.6,76,2.2
16,1.8,0.41,0.13,0.5,17,17,49,50.8,78,2.7
16,1.8,0.37,0.1,0.5,19,19,54,56,79,2.4
16,1.8,0.35,0.12,0.5,21,22,45,59.9,80,2.2
16,1.8,0.35,0.17,0.7,18,19,52,28.7,81,2.2
16,1.8,0.31,0.16,0.6,17,17,45,19.6,84,3.1
15,1.8,0.27,0.14,0.6,15,15,55,23.5,86,2.4
15,1.8,0.25,0.06,-0.4,8,7.6,52,22.2,89,1.7
15,1.9,0.26,0.09,-0.3,11,10,53,28.7,89,1.7
15,1.8,0.28,0.1,-0.3,11,11,56,50.8,89,1.8
15,1.8,0.34,0.11,0.5,16,17,64,57.3,89,2.2
15,1.9,0.6,0.23,6.6,25,32,78,67.7,88,2.9
16,1.9,0.76,0.33,16,29,45,86,62.5,82,4.3
18,1.9,0.64,0.33,16,29,45,95,70.3,73,7.2
19,1.9,0.6,0.3,8.1,30,38,94,72.9,66,6.2
21,1.9,0.6,0.3,6,27,33,103,72.9,60,6
22,1.8,0.52,0.26,2.4,23,26,94,76.8,58,4.4
22,1.8,0.48,0.2,1.7,20,22,96,75.5,63,3.8
22,1.8,0.39,0.13,0.9,14,15,82,74.2,63,3.4
22,1.7,0.36,0.11,0.5,11,12,83,66.4,64,3.5
20,1.8,0.37,0.2,0.2,16,16,84,61.2,72,3.9
19,1.7,0.43,0.24,-0.2,21,21,77,66.4,78,4.4
19,1.8,0.42,0.19,-0.4,21,21,77,61.2,81,3.5
18,1.8,0.35,0.13,-0.3,16,15,59,59.9,84,2.4
18,1.8,0.41,0.16,-0.1,19,19,67,50.8,86,2.2
18,1.8,0.5,0.25,1.3,27,28,66,50.8,88,2.3
18,1.8,0.53,0.26,2.5,30,33,73,56,89,2.2
17,1.9,0.36,0.15,0.6,15,16,69,54.7,90,1.9
17,1.9,0.33,0.1,-0.2,13,13,61,66.4,91,1.5
17,1.9,0.39,0.13,0,18,18,60,59.9,91,1.7
17,1.9,0.41,0.21,0.1,19,19,63,59.9,91,1.8
17,1.9,0.45,0.18,1.5,22,24,70,54.7,91,1.6
17,1.9,0.51,0.21,4.8,26,30,69,58.6,91,2
17,1.9,0.65,0.24,2.6,26,28,69,76.8,89,3.5
17,1.9,0.58,0.25,8.2,25,33,72,76.8,89,2.9
17,1.9,0.8,0.31,24,33,57,78,79.4,88,2.7
17,2,1.08,0.4,39,34,73,75,69,89,3.3
18,1.9,0.81,0.32,19,30,49,72,67.7,88,3.1
20,1.8,0.54,0.41,5.9,22,28,55,56,80,3.2
22,1.8,0.46,0.28,5.3,18,23,47,44.3,76,2.8
23,1.8,0.44,0.2,5.3,18,24,40,40.4,71,2.6
23,1.8,0.44,0.15,2.2,15,17,54,50.8,72,2.5
23,1.8,0.47,0.29,1.5,18,20,55,66.4,74,2.4
21,1.8,0.47,0.22,2.1,20,22,68,80.7,80,1.9
20,1.7,0.4,0.12,1.8,14.71,16.5,64,70.3,82,1.9
18,1.7,0.4,0.11,0.2,17,17,59,54.7,85,1.5
18,1.7,0.35,0.09,0.1,14,14,34,37.8,86,1.3
18,1.7,0.34,0.08,-0.1,12,12,21,24.8,86,1.5
18,1.7,0.39,0.11,0.2,15,15,20,15.7,86,1.9
18,1.7,0.46,0.19,0.7,21,22,23,15.7,86,2.5
18,1.8,0.4,0.15,0,17,17,18,22.2,87,1.9
18,1.8,0.47,0.18,0.5,22,23,25,30,87,2.5
18,1.8,0.49,0.27,2.1,24,26,33,24.8,87,3.1
18,1.8,0.52,0.48,6.7,23,29,46,28.7,87,2.4
18,2,0.51,0.33,6.9,20,27,44,23.5,88,2.3
17,2,0.49,0.3,14,22,37,41,32.6,89,2
17,2,0.52,0.3,11,23,33,42,27.4,89,2.1
17,2,0.57,0.26,14,22,36,43,31.3,89,2.8
17,2,0.56,0.25,15,22,38,44,31.3,89,3
18,1.8,0.47,0.18,5.5,17,22,39,44.3,89,2.4
18,1.7,0.37,0.08,3.1,16,19,45,43,89,1.5
17,1.7,0.21,0.07,0.3,10,11,37,31.3,90,1.2
17,1.7,0.22,0.05,0.5,9.9,10,29,13.1,89,1.3
18,1.7,0.25,0.05,1.3,12,13,13,7.9,88,1.3
18,1.7,0.24,0.07,1.3,12,14,12,5.3,89,1.3
19,1.7,0.34,0.26,6.3,22,28,14,5.3,90,1.9
20,1.7,0.38,0.48,12,22,34,14,7.9,91,2.1
19,1.7,0.33,0.25,3.2,19,23,13,13.1,91,1.3
18,1.7,0.36,0.28,2.6,22,25,13,10.5,92,1.5
19,1.8,0.64,0.44,17,33,50,21,9.2,92,2.3
20,1.8,0.53,0.72,7.4,30,37,26,5.3,89,3.2
20,1.8,0.59,0.78,9.1,31,40,24,11.8,86,3
19,1.8,0.49,0.29,4,26,30,20,15.7,88,1.6
19,1.8,0.46,0.25,2.7,25,27,26,13.1,89,1.7
19,1.8,0.37,0.18,0.6,21,21,28,13.1,90,1.5
19,1.8,0.37,0.21,0.8,26,27,26,19.6,90,2.4
19,1.9,0.43,0.27,2.7,28,31,19,30,91,1.3
18,1.8,0.32,0.16,0.6,17,17,23,28.7,91,1.6
18,1.8,0.29,0.15,-0.4,16,16,23,14.4,89,2
18,1.8,0.32,0.14,0.6,21,22,32,5.3,90,1.8
18,1.8,0.36,0.15,0.6,22,23,22,9.2,88,1.6
18,1.8,0.32,0.11,0.3,17,18,31,17,86,1.7
19,1.8,0.27,0.1,0.2,13,13,21,22.2,85,1.3
18,1.8,0.4,0.16,1.3,20,21,27,18.3,88,1.2
18,1.8,0.42,0.16,6.3,25,31,23,18.3,91,1.5
19,1.7,0.32,0.18,6.7,20,26,27,15.7,90,2.1
20,1.7,0.3,0.11,3.1,12,15,29,22.2,87,2.2
20,1.7,0.27,0.1,2.5,11,14,29,22.2,85,1.2
21,1.7,0.28,0.08,2.5,10,13,29,27.4,81,1.1
21,1.8,0.35,0.09,2.7,12,15,41,33.9,80,1.2
20,1.7,0.33,0.09,1.5,11,12,48,43,81,1.6
20,1.7,0.31,0.08,0.9,7.5,8.3,47,50.8,80,1.3
19,1.7,0.36,0.1,0.6,12,12,47,48.2,81,1.6
19,1.7,0.42,0.1,0.4,14,14,48,41.7,82,2
18,1.8,0.53,0.14,0.5,23,23,58,43,84,2.4
18,1.8,0.51,0.14,0.4,21,21,67,50.8,84,2.4
17,1.8,0.49,0.14,0.5,19,19,64,56,85,1.9
17,1.8,0.48,0.12,0.4,16,17,60,50.8,85,2.2
17,1.8,0.42,0.14,0.3,15,15,43,46.9,85,1.6
17,1.8,0.4,0.11,0.2,13,14,43,46.9,85,1.4
17,1.8,0.39,0.1,0.4,12,12,42,41.7,86,1.4
16,1.8,0.38,0.08,0.3,7.7,8,48,50.8,86,1.2
16,1.8,0.39,0.07,0.2,7,7.2,51,43,88,1.1
16,1.8,0.38,0.08,0.3,9.5,9.8,52,58.6,88,1.1
16,1.8,0.41,0.08,0,10,10,52,39.1,87,1.2
16,1.8,0.4,0.09,0,12,12,53,48.2,87,1.5
16,1.8,0.41,0.09,0.1,14,14,55,37.8,87,1.8
16,1.8,0.44,0.11,1.6,16,18,54,45.6,85,2.4
17,1.8,0.45,0.12,4.7,15,19,48,41.7,83,2.6
18,1.8,0.4,0.09,3.8,11,15,45,46.9,79,2.2
20,1.8,0.35,0.08,3.3,8.6,12,35,33.9,75,2.3
21,1.7,0.33,0.06,1.2,5.3,6.5,44,18.3,70,1.9
22,1.7,0.32,0.05,0.5,5.1,5.5,44,30,68,2
23,1.7,0.32,0.04,0.3,5.3,5.6,56,30,66,2.1
22,1.7,0.31,0.04,0.5,5.8,6.2,53,36.5,70,2.9
21,1.7,0.28,0.03,0.2,3.9,4.1,59,14.4,72,1.4
20,1.7,0.28,0.04,0,6,6.1,62,26.1,76,2.2
19,1.7,0.3,0.06,0,6.5,6.5,54,27.4,79,1.8
19,1.7,0.29,0.04,0,5.1,5.2,46,33.9,79,1.3
18,1.7,0.29,0.03,-0.1,4.4,4.4,42,28.7,81,1.4
18,1.7,0.3,0.04,0,5.2,5.2,53,24.8,82,1.5
18,1.7,0.31,0.03,0.1,7.3,7.4,56,27.4,83,1.6
18,1.8,0.34,0.04,-0.1,10,10,56,19.6,84,2.7
18,1.8,0.34,0.04,0,10,10,54,31.3,85,2.1
18,1.7,0.29,0.03,-0.3,5.8,5.5,58,24.8,85,1.6
18,1.7,0.29,0.02,-0.1,5,4.9,59,40.4,86,1
18,1.7,0.32,0.03,0.1,6.8,6.9,65,44.3,86,1
17,1.7,0.34,0.03,-0.5,5.7,5.2,66,54.7,87,0.9
17,1.8,0.38,0.04,-0.3,6.5,6.2,66,46.9,87,0.7
17,1.8,0.41,0.04,-0.4,7.7,7.3,55,44.3,86,1.4
17,1.8,0.42,0.04,-0.3,8.7,8.4,43,41.7,84,1.4
17,1.8,0.45,0.07,-0.2,10,9.8,38,28.7,83,1
17,1.8,0.43,0.07,0.4,11,11,28,19.6,82,1.8
17,1.8,0.43,0.08,0.9,9.3,10,36,15.7,78,1.9
18,1.8,0.48,0.09,1.8,11,13,34,26.1,75,1.5
20,1.8,0.46,0.16,2.2,11,13,36,33.9,71,1.6
20,1.8,0.45,0.09,1.6,9.2,11,29,27.4,69,1.3
21,1.8,0.44,0.14,0.8,8.7,9.5,34,26.1,67,1.4
21,1.8,0.45,0.11,1,9.9,11,43,18.3,67,1.8
20,1.8,0.47,0.1,1.2,12,13,49,26.1,68,2.5
18,1.8,0.49,0.13,1.6,16,18,48,24.8,72,2.7
17,1.8,0.46,0.11,0.4,14,15,42,19.6,75,1.5
16,1.8,0.44,0.11,0,15,15,34,14.4,77,1.2
15,1.8,0.43,0.09,-0.1,12,12,29,13.1,78,1
15,1.8,0.45,0.1,-0.2,11,11,22,10.5,78,1
14,1.8,0.45,0.1,-0.3,9.9,9.6,18,15.7,80,1
14,1.8,0.51,0.08,-0.2,7.9,7.8,19,11.8,83,0.9
14,1.8,0.59,0.09,-0.1,10,10,18,11.8,83,1
14,1.8,0.59,0.09,0,12,12,15,7.9,82,1.2
14,1.8,0.58,0.1,-0.3,7.6,7.3,14,13.1,83,1
14,1.8,0.58,0.09,-0.2,8.7,8.4,11,13.1,83,1
14,1.8,0.58,0.12,-0.2,7.9,7.7,19,22.2,82,1.2
14,1.8,0.6,0.1,-0.3,8,7.8,22,18.3,81,1.2
14,1.8,0.6,0.1,-0.3,9,8.8,27,15.7,80,1.5
14,1.8,0.59,0.1,-0.2,10,10,22,14.4,80,1.6
14,1.8,0.62,0.11,0.2,11,12,17,19.6,82,1.4
14,1.8,0.65,0.12,1.4,15,17,24,26.1,83,1.5
14,1.8,0.6,0.12,3.3,15,19,31,22.2,81,1.3
15,1.8,0.55,0.11,1.6,12,14,31,14.4,80,1.2
15,1.8,0.5,0.12,3,16,19,31,15.7,76,1.5
16,1.8,0.47,0.1,4.8,14,18,30,13.1,74,1.6
16,1.8,0.53,0.12,4,17,21,31,15.7,74,1.5
16,1.8,0.43,0.14,3,19,22,33,14.4,75,1.4
16,1.7,0.38,0.17,2.2,17,19,32,23.5,74,1.5
16,1.8,0.41,0.16,2.1,21,24,35,24.8,74,1.8
16,1.7,0.45,0.18,1.2,24,25,40,24.8,75,1.9
15,1.7,0.38,0.17,0.3,19,20,45,15.7,77,1.6
15,1.7,0.37,0.14,-0.3,16,16,49,26.1,76,1.8
15,1.7,0.34,0.13,0.1,15,16,40,31.3,76,1.6
15,1.8,0.35,0.13,0,17,17,33,31.3,76,1.6
14,1.8,0.35,0.12,-0.1,17,17,31,30,77,1.9
14,1.8,0.36,0.12,-0.1,17,17,28,23.5,78,1.8
14,1.8,0.36,0.15,-0.3,14,14,27,26.1,80,1.6
14,1.8,0.38,0.11,-0.2,15,15,28,26.1,81,2.1
14,1.8,0.37,0.14,-0.3,14,13,33,23.5,81,2.1
14,1.8,0.4,0.11,0.3,15,15,40,26.1,81,2.3
14,1.8,0.39,0.1,0.1,15,15,36,19.6,82,2.3
14,1.8,0.4,0.12,0.1,17,17,31,23.5,83,2.4
14,1.8,0.44,0.14,0.3,14,14,27,24.8,84,2.4
14,1.8,0.54,0.13,3.4,18,22,29,31.3,83,2.8
15,1.8,0.53,0.15,7.9,17,25,43,45.6,79,3.1
17,1.8,0.46,0.15,6.3,13,19,48,40.4,76,2.6
18,1.8,0.43,0.13,4.8,9.9,15,52,45.6,72,2.4
19,1.8,0.41,0.1,2.4,8.1,10,43,32.6,70,2.2
19,1.8,0.42,0.12,1.4,8.2,9.7,47,39.1,70,2.5
19,1.8,0.46,0.14,2.8,14,17,50,41.7,69,4
19,1.7,0.44,0.09,2.4,13,15,66.88,57.3,71,3.2
19,1.7,0.45,0.1,2,15,17,66,67.7,71,2.5
18,1.7,0.44,0.12,1.3,18,19,67,59.9,73,2.1
18,1.7,0.48,0.15,0.9,20,21,72,50.8,75,2.1
